0 verbose cli D:\Program Files\nodejs\node.exe D:\工作资料\code\sysSpaider\gakuran-site\.corepack\v1\npm\12.0.2\bin\npm-cli.js
1 info using npm@12.0.2
2 info using node@v24.19.0
3 silly config load:file:D:\工作资料\code\sysSpaider\gakuran-site\.corepack\v1\npm\12.0.2\npmrc
4 silly config load:file:D:\工作资料\code\sysSpaider\gakuran-site\.npmrc
5 silly config load:file:C:\Users\Administrator\.npmrc
6 silly config load:file:D:\Program Files\nodejs\etc\npmrc
7 verbose title npm ci
8 verbose argv "ci" "--ignore-scripts" "--prefer-offline" "--no-audit" "--no-fund"
9 verbose logfile logs-max:10 dir:D:\工作资料\code\sysSpaider\gakuran-site\.npm-cache\_logs\2026-08-21T08_20_15_438Z-
10 verbose logfile D:\工作资料\code\sysSpaider\gakuran-site\.npm-cache\_logs\2026-08-21T08_20_15_438Z-debug-0.log
11 silly logfile done cleaning log files
831 silly tarball no local data for @webassemblyjs/ast@https://registry.npmmirror.com/@webassemblyjs/ast/-/ast-1.14.1.tgz. Extracting by manifest.
832 silly tarball no local data for @vitejs/plugin-react@https://registry.npmmirror.com/@vitejs/plugin-react/-/plugin-react-6.0.2.tgz. Extracting by manifest.
833 silly tarball no local data for @vinext/types@https://registry.npmmirror.com/@vinext/types/-/types-1.0.0-beta.2.tgz. Extracting by manifest.
834 silly tarball no local data for @vitejs/plugin-rsc@https://registry.npmmirror.com/@vitejs/plugin-rsc/-/plugin-rsc-0.5.26.tgz. Extracting by manifest.
835 silly tarball no local data for @vercel/og@https://registry.npmmirror.com/@vercel/og/-/og-0.8.6.tgz. Extracting by manifest.
836 silly tarball no local data for @unpic/react@https://registry.npmmirror.com/@unpic/react/-/react-1.0.2.tgz. Extracting by manifest.
837 silly tarball no local data for @unpic/core@https://registry.npmmirror.com/@unpic/core/-/core-1.0.3.tgz. Extracting by manifest.
838 silly tarball no local data for @typescript-eslint/visitor-keys@https://registry.npmmirror.com/@typescript-eslint/visitor-keys/-/visitor-keys-8.59.3.tgz. Extracting by manifest.
839 silly tarball no local data for @typescript-eslint/utils@https://registry.npmmirror.com/@typescript-eslint/utils/-/utils-8.59.3.tgz. Extracting by manifest.
840 silly tarball no local data for @typescript-eslint/types@https://registry.npmmirror.com/@typescript-eslint/types/-/types-8.59.3.tgz. Extracting by manifest.
841 silly tarball no local data for @typescript-eslint/type-utils@https://registry.npmmirror.com/@typescript-eslint/type-utils/-/type-utils-8.59.3.tgz. Extracting by manifest.
842 silly tarball no local data for @typescript-eslint/typescript-estree@https://registry.npmmirror.com/@typescript-eslint/typescript-estree/-/typescript-estree-8.59.3.tgz. Extracting by manifest.
843 silly tarball no local data for @typescript-eslint/scope-manager@https://registry.npmmirror.com/@typescript-eslint/scope-manager/-/scope-manager-8.59.3.tgz. Extracting by manifest.
844 silly tarball no local data for @typescript-eslint/project-service@https://registry.npmmirror.com/@typescript-eslint/project-service/-/project-service-8.59.3.tgz. Extracting by manifest.
845 silly tarball no local data for @types/react-dom@https://registry.npmmirror.com/@types/react-dom/-/react-dom-19.2.3.tgz. Extracting by manifest.
846 silly tarball no local data for @typescript-eslint/tsconfig-utils@https://registry.npmmirror.com/@typescript-eslint/tsconfig-utils/-/tsconfig-utils-8.59.3.tgz. Extracting by manifest.
847 silly tarball no local data for @typescript-eslint/parser@https://registry.npmmirror.com/@typescript-eslint/parser/-/parser-8.59.3.tgz. Extracting by manifest.
848 silly tarball no local data for @typescript-eslint/eslint-plugin@https://registry.npmmirror.com/@typescript-eslint/eslint-plugin/-/eslint-plugin-8.59.3.tgz. Extracting by manifest.
849 silly tarball no local data for @types/json-schema@https://registry.npmmirror.com/@types/json-schema/-/json-schema-7.0.15.tgz. Extracting by manifest.
850 silly tarball no local data for @types/react@https://registry.npmmirror.com/@types/react/-/react-19.2.14.tgz. Extracting by manifest.
851 silly tarball no local data for @types/estree@https://registry.npmmirror.com/@types/estree/-/estree-1.0.9.tgz. Extracting by manifest.
852 silly tarball no local data for @types/node@https://registry.npmmirror.com/@types/node/-/node-22.19.19.tgz. Extracting by manifest.
853 silly tarball no local data for @types/eslint-scope@https://registry.npmmirror.com/@types/eslint-scope/-/eslint-scope-3.7.7.tgz. Extracting by manifest.
854 silly tarball no local data for @types/eslint@https://registry.npmmirror.com/@types/eslint/-/eslint-9.6.1.tgz. Extracting by manifest.
855 silly tarball no local data for @tailwindcss/postcss@https://registry.npmmirror.com/@tailwindcss/postcss/-/postcss-4.2.1.tgz. Extracting by manifest.
856 silly tarball no local data for @tailwindcss/oxide-win32-x64-msvc@https://registry.npmmirror.com/@tailwindcss/oxide-win32-x64-msvc/-/oxide-win32-x64-msvc-4.2.1.tgz. Extracting by manifest.
857 silly tarball no local data for @speed-highlight/core@https://registry.npmmirror.com/@speed-highlight/core/-/core-1.2.15.tgz. Extracting by manifest.
858 silly tarball no local data for @tailwindcss/oxide@https://registry.npmmirror.com/@tailwindcss/oxide/-/oxide-4.2.1.tgz. Extracting by manifest.
859 silly tarball no local data for @tailwindcss/node@https://registry.npmmirror.com/@tailwindcss/node/-/node-4.2.1.tgz. Extracting by manifest.
860 silly tarball no local data for @rolldown/pluginutils@https://registry.npmmirror.com/@rolldown/pluginutils/-/pluginutils-1.0.1.tgz. Extracting by manifest.
861 silly tarball no local data for @shuding/opentype.js@https://registry.npmmirror.com/@shuding/opentype.js/-/opentype.js-1.4.0-beta.0.tgz. Extracting by manifest.
862 silly tarball no local data for @resvg/resvg-wasm@https://registry.npmmirror.com/@resvg/resvg-wasm/-/resvg-wasm-2.4.0.tgz. Extracting by manifest.
863 silly tarball no local data for @sindresorhus/is@https://registry.npmmirror.com/@sindresorhus/is/-/is-7.2.0.tgz. Extracting by manifest.
864 silly tarball no local data for @rolldown/binding-win32-x64-msvc@https://registry.npmmirror.com/@rolldown/binding-win32-x64-msvc/-/binding-win32-x64-msvc-1.0.1.tgz. Extracting by manifest.
865 silly tarball no local data for @openai/sites-vite-plugin@https://registry.npmmirror.com/@openai/sites-vite-plugin/-/sites-vite-plugin-0.1.0.tgz. Extracting by manifest.
866 silly tarball no local data for @poppinss/colors@https://registry.npmmirror.com/@poppinss/colors/-/colors-4.1.6.tgz. Extracting by manifest.
867 silly tarball no local data for @oxc-project/types@https://registry.npmmirror.com/@oxc-project/types/-/types-0.130.0.tgz. Extracting by manifest.
868 silly tarball no local data for @poppinss/exception@https://registry.npmmirror.com/@poppinss/exception/-/exception-1.2.3.tgz. Extracting by manifest.
869 silly tarball no local data for @poppinss/dumper@https://registry.npmmirror.com/@poppinss/dumper/-/dumper-0.6.5.tgz. Extracting by manifest.
870 silly tarball no local data for @nodelib/fs.walk@https://registry.npmmirror.com/@nodelib/fs.walk/-/fs.walk-1.2.8.tgz. Extracting by manifest.
871 silly tarball no local data for @nodelib/fs.stat@https://registry.npmmirror.com/@nodelib/fs.stat/-/fs.stat-2.0.5.tgz. Extracting by manifest.
872 silly tarball no local data for @next/eslint-plugin-next@https://registry.npmmirror.com/@next/eslint-plugin-next/-/eslint-plugin-next-16.2.6.tgz. Extracting by manifest.
873 silly tarball no local data for @jridgewell/trace-mapping@https://registry.npmmirror.com/@jridgewell/trace-mapping/-/trace-mapping-0.3.31.tgz. Extracting by manifest.
874 silly tarball no local data for @jridgewell/sourcemap-codec@https://registry.npmmirror.com/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz. Extracting by manifest.
875 silly tarball no local data for @nodelib/fs.scandir@https://registry.npmmirror.com/@nodelib/fs.scandir/-/fs.scandir-2.1.5.tgz. Extracting by manifest.
876 silly tarball no local data for @jridgewell/source-map@https://registry.npmmirror.com/@jridgewell/source-map/-/source-map-0.3.11.tgz. Extracting by manifest.
877 silly tarball no local data for @jridgewell/remapping@https://registry.npmmirror.com/@jridgewell/remapping/-/remapping-2.3.5.tgz. Extracting by manifest.
878 silly tarball no local data for @jridgewell/resolve-uri@https://registry.npmmirror.com/@jridgewell/resolve-uri/-/resolve-uri-3.1.2.tgz. Extracting by manifest.
879 silly tarball no local data for @humanwhocodes/retry@https://registry.npmmirror.com/@humanwhocodes/retry/-/retry-0.4.3.tgz. Extracting by manifest.
880 silly tarball no local data for @img/colour@https://registry.npmmirror.com/@img/colour/-/colour-1.1.0.tgz. Extracting by manifest.
881 silly tarball no local data for @jridgewell/gen-mapping@https://registry.npmmirror.com/@jridgewell/gen-mapping/-/gen-mapping-0.3.13.tgz. Extracting by manifest.
882 silly tarball no local data for @humanwhocodes/module-importer@https://registry.npmmirror.com/@humanwhocodes/module-importer/-/module-importer-1.0.1.tgz. Extracting by manifest.
883 silly tarball no local data for @img/sharp-win32-x64@https://registry.npmmirror.com/@img/sharp-win32-x64/-/sharp-win32-x64-0.34.5.tgz. Extracting by manifest.
884 silly tarball no local data for @humanfs/types@https://registry.npmmirror.com/@humanfs/types/-/types-0.15.0.tgz. Extracting by manifest.
885 silly tarball no local data for @eslint/plugin-kit@https://registry.npmmirror.com/@eslint/plugin-kit/-/plugin-kit-0.4.1.tgz. Extracting by manifest.
886 silly tarball no local data for @humanfs/core@https://registry.npmmirror.com/@humanfs/core/-/core-0.19.2.tgz. Extracting by manifest.
887 silly tarball no local data for @humanfs/node@https://registry.npmmirror.com/@humanfs/node/-/node-0.16.8.tgz. Extracting by manifest.
888 silly tarball no local data for @eslint/object-schema@https://registry.npmmirror.com/@eslint/object-schema/-/object-schema-2.1.7.tgz. Extracting by manifest.
889 silly tarball no local data for @eslint/js@https://registry.npmmirror.com/@eslint/js/-/js-9.39.4.tgz. Extracting by manifest.
890 silly tarball no local data for @eslint/eslintrc@https://registry.npmmirror.com/@eslint/eslintrc/-/eslintrc-3.3.5.tgz. Extracting by manifest.
891 silly tarball no local data for @eslint/core@https://registry.npmmirror.com/@eslint/core/-/core-0.17.0.tgz. Extracting by manifest.
892 silly tarball no local data for @eslint-community/eslint-utils@https://registry.npmmirror.com/@eslint-community/eslint-utils/-/eslint-utils-4.9.1.tgz. Extracting by manifest.
893 silly tarball no local data for @eslint-community/regexpp@https://registry.npmmirror.com/@eslint-community/regexpp/-/regexpp-4.12.2.tgz. Extracting by manifest.
894 silly tarball no local data for @eslint/config-helpers@https://registry.npmmirror.com/@eslint/config-helpers/-/config-helpers-0.4.2.tgz. Extracting by manifest.
895 silly tarball no local data for @eslint/config-array@https://registry.npmmirror.com/@eslint/config-array/-/config-array-0.21.2.tgz. Extracting by manifest.
896 silly tarball no local data for @esbuild/win32-x64@https://registry.npmmirror.com/@esbuild/win32-x64/-/win32-x64-0.28.0.tgz. Extracting by manifest.
897 silly tarball no local data for @esbuild-kit/esm-loader@https://registry.npmmirror.com/@esbuild-kit/esm-loader/-/esm-loader-2.6.5.tgz. Extracting by manifest.
898 silly tarball no local data for @esbuild-kit/core-utils@https://registry.npmmirror.com/@esbuild-kit/core-utils/-/core-utils-3.3.2.tgz. Extracting by manifest.
899 silly tarball no local data for @drizzle-team/brocli@https://registry.npmmirror.com/@drizzle-team/brocli/-/brocli-0.10.2.tgz. Extracting by manifest.
900 silly tarball no local data for @cspotcode/source-map-support@https://registry.npmmirror.com/@cspotcode/source-map-support/-/source-map-support-0.8.1.tgz. Extracting by manifest.
901 silly tarball no local data for @cloudflare/workerd-windows-64@https://registry.npmmirror.com/@cloudflare/workerd-windows-64/-/workerd-windows-64-1.20260515.1.tgz. Extracting by manifest.
902 silly tarball no local data for @cloudflare/vite-plugin@https://registry.npmmirror.com/@cloudflare/vite-plugin/-/vite-plugin-1.37.1.tgz. Extracting by manifest.
903 silly tarball no local data for @babel/types@https://registry.npmmirror.com/@babel/types/-/types-7.29.0.tgz. Extracting by manifest.
904 silly tarball no local data for @cloudflare/kv-asset-handler@https://registry.npmmirror.com/@cloudflare/kv-asset-handler/-/kv-asset-handler-0.5.0.tgz. Extracting by manifest.
905 silly tarball no local data for @babel/traverse@https://registry.npmmirror.com/@babel/traverse/-/traverse-7.29.0.tgz. Extracting by manifest.
906 silly tarball no local data for @cloudflare/unenv-preset@https://registry.npmmirror.com/@cloudflare/unenv-preset/-/unenv-preset-2.16.1.tgz. Extracting by manifest.
907 silly tarball no local data for @babel/template@https://registry.npmmirror.com/@babel/template/-/template-7.28.6.tgz. Extracting by manifest.
908 silly tarball no local data for @babel/helpers@https://registry.npmmirror.com/@babel/helpers/-/helpers-7.29.2.tgz. Extracting by manifest.
909 silly tarball no local data for @babel/helper-validator-option@https://registry.npmmirror.com/@babel/helper-validator-option/-/helper-validator-option-7.27.1.tgz. Extracting by manifest.
910 silly tarball no local data for @babel/helper-validator-identifier@https://registry.npmmirror.com/@babel/helper-validator-identifier/-/helper-validator-identifier-7.28.5.tgz. Extracting by manifest.
911 silly tarball no local data for @babel/parser@https://registry.npmmirror.com/@babel/parser/-/parser-7.29.3.tgz. Extracting by manifest.
912 silly tarball no local data for @babel/helper-string-parser@https://registry.npmmirror.com/@babel/helper-string-parser/-/helper-string-parser-7.27.1.tgz. Extracting by manifest.
913 silly tarball no local data for @babel/helper-module-transforms@https://registry.npmmirror.com/@babel/helper-module-transforms/-/helper-module-transforms-7.28.6.tgz. Extracting by manifest.
914 silly tarball no local data for @babel/helper-module-imports@https://registry.npmmirror.com/@babel/helper-module-imports/-/helper-module-imports-7.28.6.tgz. Extracting by manifest.
915 silly tarball no local data for @babel/helper-globals@https://registry.npmmirror.com/@babel/helper-globals/-/helper-globals-7.28.0.tgz. Extracting by manifest.
916 silly tarball no local data for @babel/helper-compilation-targets@https://registry.npmmirror.com/@babel/helper-compilation-targets/-/helper-compilation-targets-7.28.6.tgz. Extracting by manifest.
917 silly tarball no local data for @babel/generator@https://registry.npmmirror.com/@babel/generator/-/generator-7.29.1.tgz. Extracting by manifest.
918 silly tarball no local data for @babel/core@https://registry.npmmirror.com/@babel/core/-/core-7.29.0.tgz. Extracting by manifest.
919 silly tarball no local data for @babel/compat-data@https://registry.npmmirror.com/@babel/compat-data/-/compat-data-7.29.3.tgz. Extracting by manifest.
920 silly tarball no local data for @alloc/quick-lru@https://registry.npmmirror.com/@alloc/quick-lru/-/quick-lru-5.2.0.tgz. Extracting by manifest.
921 silly tarball no local data for @babel/code-frame@https://registry.npmmirror.com/@babel/code-frame/-/code-frame-7.29.0.tgz. Extracting by manifest.
922 silly tarball no local data for estraverse@https://registry.npmmirror.com/estraverse/-/estraverse-4.3.0.tgz. Extracting by manifest.
923 silly tarball no local data for @esbuild/win32-x64@https://registry.npmmirror.com/@esbuild/win32-x64/-/win32-x64-0.27.3.tgz. Extracting by manifest.
924 silly tarball no local data for eslint-scope@https://registry.npmmirror.com/eslint-scope/-/eslint-scope-5.1.1.tgz. Extracting by manifest.
925 silly tarball no local data for esbuild@https://registry.npmmirror.com/esbuild/-/esbuild-0.27.3.tgz. Extracting by manifest.
926 silly tarball no local data for glob-parent@https://registry.npmmirror.com/glob-parent/-/glob-parent-5.1.2.tgz. Extracting by manifest.
927 silly tarball no local data for lightningcss-win32-x64-msvc@https://registry.npmmirror.com/lightningcss-win32-x64-msvc/-/lightningcss-win32-x64-msvc-1.32.0.tgz. Extracting by manifest.
928 silly tarball no local data for picomatch@https://registry.npmmirror.com/picomatch/-/picomatch-4.0.4.tgz. Extracting by manifest.
929 silly tarball no local data for fast-glob@https://registry.npmmirror.com/fast-glob/-/fast-glob-3.3.3.tgz. Extracting by manifest.
930 silly tarball no local data for lightningcss@https://registry.npmmirror.com/lightningcss/-/lightningcss-1.32.0.tgz. Extracting by manifest.
931 silly tarball no local data for fdir@https://registry.npmmirror.com/fdir/-/fdir-6.5.0.tgz. Extracting by manifest.
932 silly tarball no local data for es-module-lexer@https://registry.npmmirror.com/es-module-lexer/-/es-module-lexer-1.7.0.tgz. Extracting by manifest.
933 silly tarball no local data for picomatch@https://registry.npmmirror.com/picomatch/-/picomatch-4.0.4.tgz. Extracting by manifest.
934 silly tarball no local data for semver@https://registry.npmmirror.com/semver/-/semver-7.8.0.tgz. Extracting by manifest.
935 silly tarball no local data for json-schema-traverse@https://registry.npmmirror.com/json-schema-traverse/-/json-schema-traverse-1.0.0.tgz. Extracting by manifest.
936 silly tarball no local data for js-tokens@https://registry.npmmirror.com/js-tokens/-/js-tokens-9.0.1.tgz. Extracting by manifest.
937 silly tarball no local data for ajv-keywords@https://registry.npmmirror.com/ajv-keywords/-/ajv-keywords-5.1.0.tgz. Extracting by manifest.
938 silly tarball no local data for ajv@https://registry.npmmirror.com/ajv/-/ajv-8.20.0.tgz. Extracting by manifest.
939 silly tarball no local data for supports-color@https://registry.npmmirror.com/supports-color/-/supports-color-8.1.1.tgz. Extracting by manifest.
940 silly tarball no local data for glob-parent@https://registry.npmmirror.com/glob-parent/-/glob-parent-5.1.2.tgz. Extracting by manifest.
941 silly tarball no local data for esbuild@https://registry.npmmirror.com/esbuild/-/esbuild-0.25.12.tgz. Extracting by manifest.
942 silly tarball no local data for @esbuild/win32-x64@https://registry.npmmirror.com/@esbuild/win32-x64/-/win32-x64-0.25.12.tgz. Extracting by manifest.
943 silly tarball no local data for json-schema-traverse@https://registry.npmmirror.com/json-schema-traverse/-/json-schema-traverse-1.0.0.tgz. Extracting by manifest.
944 silly tarball no local data for ajv@https://registry.npmmirror.com/ajv/-/ajv-8.20.0.tgz. Extracting by manifest.
945 silly tarball no local data for @rolldown/pluginutils@https://registry.npmmirror.com/@rolldown/pluginutils/-/pluginutils-1.0.0-rc.18.tgz. Extracting by manifest.
946 silly tarball no local data for minimatch@https://registry.npmmirror.com/minimatch/-/minimatch-10.2.5.tgz. Extracting by manifest.
947 silly tarball no local data for ignore@https://registry.npmmirror.com/ignore/-/ignore-7.0.5.tgz. Extracting by manifest.
948 silly tarball no local data for brace-expansion@https://registry.npmmirror.com/brace-expansion/-/brace-expansion-5.0.6.tgz. Extracting by manifest.
949 silly tarball no local data for balanced-match@https://registry.npmmirror.com/balanced-match/-/balanced-match-4.0.4.tgz. Extracting by manifest.
950 silly tarball no local data for semver@https://registry.npmmirror.com/semver/-/semver-7.8.0.tgz. Extracting by manifest.
951 silly tarball no local data for supports-color@https://registry.npmmirror.com/supports-color/-/supports-color-10.2.2.tgz. Extracting by manifest.
952 silly tarball no local data for eslint-visitor-keys@https://registry.npmmirror.com/eslint-visitor-keys/-/eslint-visitor-keys-5.0.1.tgz. Extracting by manifest.
953 silly tarball no local data for globals@https://registry.npmmirror.com/globals/-/globals-14.0.0.tgz. Extracting by manifest.
954 silly tarball no local data for eslint-visitor-keys@https://registry.npmmirror.com/eslint-visitor-keys/-/eslint-visitor-keys-3.4.3.tgz. Extracting by manifest.
955 silly tarball no local data for esbuild@https://registry.npmmirror.com/esbuild/-/esbuild-0.18.20.tgz. Extracting by manifest.
956 silly tarball no local data for @jridgewell/trace-mapping@https://registry.npmmirror.com/@jridgewell/trace-mapping/-/trace-mapping-0.3.9.tgz. Extracting by manifest.
957 silly tarball no local data for @esbuild/win32-x64@https://registry.npmmirror.com/@esbuild/win32-x64/-/win32-x64-0.18.20.tgz. Extracting by manifest.
958 http fetch GET 200 https://registry.npmmirror.com/npm 2132ms
959 http fetch GET 200 https://cdn.npmmirror.com/packages/which-collection/1.0.2/which-collection-1.0.2.tgz 13026ms (cache miss)
960 http fetch GET 200 https://cdn.npmmirror.com/packages/unicode-trie/2.0.0/unicode-trie-2.0.0.tgz 13813ms (cache miss)
961 http fetch GET 200 https://cdn.npmmirror.com/packages/unpic/4.2.2/unpic-4.2.2.tgz 13844ms (cache miss)
962 http fetch GET 200 https://cdn.npmmirror.com/packages/watchpack/2.5.1/watchpack-2.5.1.tgz 14729ms (cache miss)
963 http fetch GET 200 https://cdn.npmmirror.com/packages/undici/7.24.8/undici-7.24.8.tgz 14761ms (cache miss)
964 http fetch GET 200 https://cdn.npmmirror.com/packages/typescript-eslint/8.59.3/typescript-eslint-8.59.3.tgz 14782ms (cache miss)
965 http fetch GET 200 https://cdn.npmmirror.com/packages/unbox-primitive/1.1.0/unbox-primitive-1.1.0.tgz 14812ms (cache miss)
966 http fetch GET 200 https://cdn.npmmirror.com/packages/vitefu/1.1.3/vitefu-1.1.3.tgz 14845ms (cache miss)
967 http fetch GET 200 https://cdn.npmmirror.com/packages/ws/8.18.0/ws-8.18.0.tgz 15034ms (cache miss)
968 http fetch GET 200 https://cdn.npmmirror.com/packages/typed-array-length/1.0.7/typed-array-length-1.0.7.tgz 15195ms (cache miss)
969 http fetch GET 200 https://cdn.npmmirror.com/packages/webpack-sources/3.4.1/webpack-sources-3.4.1.tgz 15217ms (cache miss)
970 http fetch GET 200 https://cdn.npmmirror.com/packages/vite/8.0.13/vite-8.0.13.tgz 15314ms (cache miss)
971 http fetch GET 200 https://cdn.npmmirror.com/packages/typed-array-buffer/1.0.3/typed-array-buffer-1.0.3.tgz 15337ms (cache miss)
972 http fetch GET 200 https://cdn.npmmirror.com/packages/type-check/0.4.0/type-check-0.4.0.tgz 15366ms (cache miss)
973 http fetch GET 200 https://cdn.npmmirror.com/packages/tsx/4.22.1/tsx-4.22.1.tgz 15510ms (cache miss)
974 http fetch GET 200 https://cdn.npmmirror.com/packages/youch-core/0.3.3/youch-core-0.3.3.tgz 15549ms (cache miss)
975 http fetch GET 200 https://cdn.npmmirror.com/packages/to-regex-range/5.0.1/to-regex-range-5.0.1.tgz 15565ms (cache miss)
976 http fetch GET 200 https://cdn.npmmirror.com/packages/zod-validation-error/4.0.2/zod-validation-error-4.0.2.tgz 15626ms (cache miss)
977 http fetch GET 200 https://cdn.npmmirror.com/packages/tapable/2.3.3/tapable-2.3.3.tgz 15772ms (cache miss)
978 http fetch GET 200 https://cdn.npmmirror.com/packages/turbo-stream/3.2.0/turbo-stream-3.2.0.tgz 15804ms (cache miss)
979 http fetch GET 200 https://cdn.npmmirror.com/packages/which/2.0.2/which-2.0.2.tgz 15920ms (cache miss)
980 http fetch GET 200 https://cdn.npmmirror.com/packages/unenv/2.0.0-rc.24/unenv-2.0.0-rc.24.tgz 15958ms (cache miss)
981 http fetch GET 200 https://cdn.npmmirror.com/packages/terser/5.47.1/terser-5.47.1.tgz 16130ms (cache miss)
982 http fetch GET 200 https://cdn.npmmirror.com/packages/typed-array-byte-length/1.0.3/typed-array-byte-length-1.0.3.tgz 16166ms (cache miss)
983 http fetch GET 200 https://cdn.npmmirror.com/packages/terser-webpack-plugin/5.6.0/terser-webpack-plugin-5.6.0.tgz 16174ms (cache miss)
984 http fetch GET 200 https://cdn.npmmirror.com/packages/which-typed-array/1.1.20/which-typed-array-1.1.20.tgz 16213ms (cache miss)
985 http fetch GET 200 https://cdn.npmmirror.com/packages/ts-api-utils/2.5.0/ts-api-utils-2.5.0.tgz 16251ms (cache miss)
986 http fetch GET 200 https://cdn.npmmirror.com/packages/supports-color/7.2.0/supports-color-7.2.0.tgz 16275ms (cache miss)
987 http fetch GET 200 https://cdn.npmmirror.com/packages/strip-json-comments/3.1.1/strip-json-comments-3.1.1.tgz 16304ms (cache miss)
988 http fetch GET 200 https://cdn.npmmirror.com/packages/supports-preserve-symlinks-flag/1.0.0/supports-preserve-symlinks-flag-1.0.0.tgz 16333ms (cache miss)
989 http fetch GET 200 https://cdn.npmmirror.com/packages/strip-literal/3.1.0/strip-literal-3.1.0.tgz 16365ms (cache miss)
990 http fetch GET 200 https://cdn.npmmirror.com/packages/string.prototype.trimstart/1.0.8/string.prototype.trimstart-1.0.8.tgz 16393ms (cache miss)
991 http fetch GET 200 https://cdn.npmmirror.com/packages/string.prototype.repeat/1.0.0/string.prototype.repeat-1.0.0.tgz 16419ms (cache miss)
992 http fetch GET 200 https://cdn.npmmirror.com/packages/string.prototype.matchall/4.0.12/string.prototype.matchall-4.0.12.tgz 16451ms (cache miss)
993 http fetch GET 200 https://cdn.npmmirror.com/packages/string.prototype.trimend/1.0.9/string.prototype.trimend-1.0.9.tgz 16479ms (cache miss)
994 http fetch GET 200 https://cdn.npmmirror.com/packages/tailwindcss/4.2.1/tailwindcss-4.2.1.tgz 16602ms (cache miss)
995 http fetch GET 200 https://cdn.npmmirror.com/packages/stop-iteration-iterator/1.1.0/stop-iteration-iterator-1.1.0.tgz 16621ms (cache miss)
996 http fetch GET 200 https://cdn.npmmirror.com/packages/srvx/0.11.15/srvx-0.11.15.tgz 16673ms (cache miss)
997 http fetch GET 200 https://cdn.npmmirror.com/packages/source-map/0.6.1/source-map-0.6.1.tgz 16773ms (cache miss)
998 http fetch GET 200 https://cdn.npmmirror.com/packages/tiny-inflate/1.0.3/tiny-inflate-1.0.3.tgz 16863ms (cache miss)
999 http fetch GET 200 https://cdn.npmmirror.com/packages/typed-array-byte-offset/1.0.4/typed-array-byte-offset-1.0.4.tgz 17139ms (cache miss)
1000 http fetch GET 200 https://cdn.npmmirror.com/packages/source-map-js/1.2.1/source-map-js-1.2.1.tgz 17506ms (cache miss)
1001 http fetch GET 200 https://cdn.npmmirror.com/packages/vite-plugin-dynamic-import/1.6.0/vite-plugin-dynamic-import-1.6.0.tgz 17650ms (cache miss)
1002 http fetch GET 200 https://cdn.npmmirror.com/packages/tinyglobby/0.2.16/tinyglobby-0.2.16.tgz 17647ms (cache miss)
1003 http fetch GET 200 https://cdn.npmmirror.com/packages/shebang-command/2.0.0/shebang-command-2.0.0.tgz 17672ms (cache miss)
1004 http fetch GET 200 https://cdn.npmmirror.com/packages/wrangler/4.92.0/wrangler-4.92.0.tgz 17782ms (cache miss)
1005 http fetch GET 200 https://cdn.npmmirror.com/packages/string.prototype.trim/1.2.10/string.prototype.trim-1.2.10.tgz 17788ms (cache miss)
1006 http fetch GET 200 https://cdn.npmmirror.com/packages/side-channel/1.1.0/side-channel-1.1.0.tgz 17786ms (cache miss)
1007 http fetch GET 200 https://cdn.npmmirror.com/packages/set-proto/1.0.0/set-proto-1.0.0.tgz 17811ms (cache miss)
1008 http fetch GET 200 https://cdn.npmmirror.com/packages/set-function-length/1.2.2/set-function-length-1.2.2.tgz 17837ms (cache miss)
1009 http fetch GET 200 https://cdn.npmmirror.com/packages/side-channel-map/1.0.1/side-channel-map-1.0.1.tgz 17850ms (cache miss)
1010 http fetch GET 200 https://cdn.npmmirror.com/packages/semver/6.3.1/semver-6.3.1.tgz 17867ms (cache miss)
1011 http fetch GET 200 https://cdn.npmmirror.com/packages/schema-utils/4.3.3/schema-utils-4.3.3.tgz 17908ms (cache miss)
1012 http fetch GET 200 https://cdn.npmmirror.com/packages/string.prototype.includes/2.0.1/string.prototype.includes-2.0.1.tgz 17976ms (cache miss)
1013 http fetch GET 200 https://cdn.npmmirror.com/packages/satori/0.16.0/satori-0.16.0.tgz 18079ms (cache miss)
1014 http fetch GET 200 https://cdn.npmmirror.com/packages/scheduler/0.27.0/scheduler-0.27.0.tgz 18115ms (cache miss)
1015 http fetch GET 200 https://cdn.npmmirror.com/packages/side-channel-list/1.0.1/side-channel-list-1.0.1.tgz 18142ms (cache miss)
1016 http fetch GET 200 https://cdn.npmmirror.com/packages/safe-array-concat/1.1.4/safe-array-concat-1.1.4.tgz 18167ms (cache miss)
1017 http fetch GET 200 https://cdn.npmmirror.com/packages/safe-regex-test/1.1.0/safe-regex-test-1.1.0.tgz 18195ms (cache miss)
1018 http fetch GET 200 https://cdn.npmmirror.com/packages/side-channel-weakmap/1.0.2/side-channel-weakmap-1.0.2.tgz 18226ms (cache miss)
1019 http fetch GET 200 https://cdn.npmmirror.com/packages/rolldown/1.0.1/rolldown-1.0.1.tgz 18299ms (cache miss)
1020 http fetch GET 200 https://cdn.npmmirror.com/packages/shebang-regex/3.0.0/shebang-regex-3.0.0.tgz 18324ms (cache miss)
1021 http fetch GET 200 https://cdn.npmmirror.com/packages/resolve-from/4.0.0/resolve-from-4.0.0.tgz 18349ms (cache miss)
